0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486
NTEAIT_1,NTEAIT_2,PATH_M_STAGE_1,ACBD7,ACCN4,ACSS3,ADAD2,AKNAD1,ALDH8A1,ALS2CR11,ART5,ASPDH,ATP1A4,ATXN10,C10orf82,C17orf46,C1orf64,C1QTNF4,C20orf26,C22orf31,C2orf52,C2orf61,C4orf39,C5orf38,C6orf41,C7orf28B,C9orf169,C9orf50,CACNA2D4,CAPN14,CASQ1,CC2D2B,CCDC144A,CCDC153,CDHR2,CDKL3,CECR2,CLNK,COLEC10,COPG2,COX4I2,CSNK1A1P,CUZD1,CYP17A1,CYP19A1,CYP46A1,DCST1,DDX43,DEFA1B,DLGAP2,DNAH7,DPEP3,DVWA,EDAR,EFHB,EMP2,ERAP2,EVPLL,FAM150A,FAM157B,FAM179B,FAM27A,FBXO15,FLJ13224,FLJ14107,FLJ33360,FLJ42875,FOLH1B,FOXJ1,GABRB3,GATA5,GLDN,GLRA2,GNRHR,GPR111,GPR141,GPR156,GPR22,GPRC5B,GTF2A1L,HERC2P4,HIST2H2AB,HRASLS2,HS6ST3,HSPB9,IL12A,IRX5,ITGAD,ITPR2,JPH3,KCNAB3,KCTD16,KIF6,KLHL10,KRTAP5-2,LBXCOR1,LCTL,LOC100268168,LOC100286844,LOC100302401,LOC145820,LOC151174,LOC168474,LOC285768,LOC401052,LOC646982,LOC647946,LOC728554,LOC84989,LOC91948,LY6G6C,LY6K,MCF2,MORN3,MRAP2,MYADML2,NAAA,NR1I3,NR2E3,NUDT13,NUDT9P1,OPN4,ORM1,PCDHA6,PF4V1,PMCH,POLR2J2,POM121L10P,PPAN-P2RY11,PRKY,PSORS1C1,PTCHD2,RAB38,RAET1E,RASSF10,RGS22,RNASE1,RPH3A,RPS15AP10,S100A4,SCGB2A1,SCNN1G,SLC30A3,SLC46A2,SLC5A5,SLC7A3,SLC7A5P1,SNAPC3,SNHG3-RCC1,SNX32,SPATA1,SPATA5L1,ST7OT4,SUMO4,TAL2,TBC1D3G,TEX11,TFR2,TM7SF4,TMEM155,TMEM84,TNFSF12-TNFSF13,TPTE2P1,TTLL13,TUBA8,TUBB1,UBQLNL,UNC80,UPP2,WFDC10B,WNT7A,XRRA1,ZDHHC19,ZNF157,ZNF334,ZNF534,ZNF548,ZNF597,ZNF648,ZNF883,APTS_11,AGE,WEIGHT,ADHFE1,AGBL4,AJAP1,ALS2CR12,AMHR2,ANKRD20B,APOLD1,ARHGAP4,ARMC2,ARMC9,BDKRB1,C12orf69,C15orf55,C20orf12,C20orf200,C20orf202,C2orf62,C4BPA,C4orf37,C8orf34,C9orf47,CAPN11,CASP12,CCDC141,CCDC151,CCDC158,CCNF,CD1B,CECR6,CHIC1,CSF3,CT62,CUL2,DGKB,DUSP27,ELANE,FAM24B,FGF12,FKBP10,FOXD4L2,FREM2,GABBR2,GALNT9,GATSL2,GNGT1,GOLGA8DP,GPR114,GRB10,GRHL3,GRM3,H19,HIST1H2BG,HIST1H2BI,HIST1H3I,HOXB8,HTR1F,HYMAI,IL1RL1,IL20RB,IL32,INE2,IRX2,KCNK12,KCNRG,KISS1,KLK12,KLRC3,KRTAP1-5,KRTAP5-9,LAMA1,LOC100128573,LOC100190940,LOC253724,LRRIQ3,LY6G6E,MATN1,MFAP3L,MGC16703,MRS2P2,NBEA,NME6,NPDC1,NTSR1,ONECUT2,PADI4,PAQR6,PCDHGA10,PCP4L1,PF4,PFKFB1,PKNOX1,PON1,PPP1R14B,PRDM5,PRH2,PRINS,PRO0611,PSORS1C2,PTX4,RACGAP1P,RBP1,RFPL3S,RHCE,RIMBP3C,RPA4,RPL10L,SAMD3,SCARNA9L,SCN3A,SEMA5B,SEPT7L,SLC28A2,SLC44A5,SLC6A10P,SLC6A14,SMARCB1,SMCR5,SMPX,SNX31,SPERT,SRD5A2,TCL6,TCTEX1D4,TDRD1,TLX2,TMEM132E,TMEM233,TMOD4,TNFSF9,TREH,WBSCR27,WDR88,WFDC3,XG,ZCWPW2,ZFP37,ZFP57,ZNF474,ZNF732,ZSCAN5B,PATH_M_STAGE_2,PATH_N_STAGE_6,ABCD3,ACOT1,ACTN2,ACTR1B,ADPRHL2,AGT,AKR1B10,AKR1C2,ALG10B,ALKBH2,ANO10,ARFGAP2,ARL8A,ARSG,ASAM,ASF1B,ATF3,ATP6V0A2,B3GALTL,B3GNT6,BAK1,BCHE,BEST4,BLNK,BRI3BP,BUD31,C10orf114,C12orf66,C15orf51,C19orf10,C1orf104,C1orf216,C1orf58,C1orf69,C1orf83,C1orf86,C20orf103,C2CD4D,C2orf58,C6orf147,C9orf64,CALB2,CCDC114,CCDC85A,CCRL2,CD1C,CD1E,CDK5RAP3,CDON,CEACAM6,CGN,CHST5,CISD2,CITED2,CLTCL1,CMPK2,COL11A2,COPS4,COQ2,CREB3L3,CRTAC1,CRTAM,CRYBA4,CTSG,DAXX,DBNDD2,DDB2,DDX17,DDX28,DDX59,DENND3,DEPDC4,DERL3,DLGAP3,DMTF1,DOCK11,DOK2,DUSP10,ECHS1,EFNA5,ERP29,FAF1,FAM158A,FCGR3B,FHL3,FOXJ3,FOXQ1,FREM1,FUT1,GABRB2,GALNTL4,GEM,GIPC2,GLI1,GPR44,GRB7,GTSF1,GUSBL2,HAS1,INHA,ITK,ITPKC,KANK1,KCNMB3,KIAA0564,KRTAP5-10,LGR6,LPCAT2,MAN2C1,MCCC1,MED11,MPP2,MPZ,NFKBIE,NOVA1,NUDT15,PEX6,PFDN2,PLAC1,PPARGC1A,PPFIA4,PPP1R3E,PRRT2,PSMC3IP,PYCR2,RAET1L,RASSF5,RGR,RHBDD3,RNASET2,RYR2,S100A1,SALL1,SAP30BP,SEMA4F,SENP5,SENP8,SH3BP4,SH3TC2,SHROOM4,SLC35D1,SLC44A4,SLC4A11,SLC4A3,SNHG7,SOD1,SPSB1,STBD1,SYNM,TERT,TOB1,TOMM40L,TP53TG3B,TRAF5,TRPA1,USP24,UTS2,VANGL2,WDR45L,ZNF514,ZNF641,ZZZ3
